Datapoint;Time;TimeDelta;Speed;SpeedDelta;SpeedAverage;Maxspeed;MaxspeedDelta;MaxspeedAverage;Angle;AngleDelta;Acceleration;AccelerationDelta;Distance;DistanceDelta
227;11.65;0.05;4.00;0.12;4.37;3.78;-0.23;4.47;0.18;-0.04;2.51;-1.28;49.84;0.19
228;11.70;0.05;4.00;0.01;4.37;3.92;0.14;4.46;0.18;0.01;0.16;-2.35;50.04;0.20
229;11.76;0.06;4.13;0.12;4.37;4.18;0.26;4.46;0.19;0.01;2.20;2.04;50.27;0.23
230;11.80;0.04;4.38;0.25;4.37;4.38;0.20;4.46;0.17;-0.02;5.91;3.71;50.46;0.19
231;11.85;0.05;4.58;0.20;4.37;4.63;0.25;4.46;0.15;-0.02;3.70;-2.21;50.70;0.24
232;11.90;0.05;4.57;-0.01;4.37;3.85;-0.77;4.46;0.14;-0.01;-0.21;-3.91;50.92;0.22
233;11.96;0.06;4.43;-0.14;4.37;3.56;-0.30;4.46;0.12;-0.01;-2.23;-2.02;51.20;0.27
234;12.00;0.04;4.15;-0.28;4.37;3.70;0.15;4.45;0.15;0.03;-7.06;-4.83;51.36;0.16
235;12.05;0.05;3.98;-0.18;4.37;3.82;0.12;4.45;0.18;0.03;-3.69;3.37;51.55;0.19
236;12.10;0.05;4.07;0.10;4.37;4.01;0.18;4.45;0.21;0.03;1.88;5.57;51.76;0.21
237;12.15;0.05;4.29;0.21;4.37;4.25;0.24;4.45;0.22;0.02;4.45;2.58;51.97;0.21
238;12.20;0.05;4.26;-0.03;4.37;4.51;0.26;4.45;0.22;-0.00;-0.64;-5.09;52.18;0.22
239;12.25;0.05;4.57;0.31;4.37;4.69;0.18;4.45;0.22;-0.01;6.37;7.00;52.41;0.22
240;12.30;0.05;4.51;-0.06;4.37;4.11;-0.58;4.45;0.19;-0.03;-1.22;-7.59;52.63;0.23
241;12.35;0.05;4.29;-0.22;4.37;3.70;-0.41;4.44;0.17;-0.02;-4.30;-3.08;52.85;0.22
242;12.40;0.05;4.07;-0.22;4.37;3.61;-0.09;4.44;0.18;0.01;-4.55;-0.25;53.05;0.20
243;12.45;0.05;4.00;-0.07;4.37;3.80;0.19;4.44;0.19;0.01;-1.38;3.17;53.25;0.20
244;12.50;0.05;3.92;-0.07;4.36;4.11;0.31;4.44;0.23;0.04;-1.48;-0.10;53.45;0.20
245;12.55;0.05;4.11;0.19;4.36;4.30;0.19;4.44;0.22;-0.01;3.75;5.23;53.65;0.21
246;12.60;0.05;4.43;0.32;4.36;4.00;-0.30;4.43;0.18;-0.04;6.33;2.58;53.88;0.23
247;12.65;0.05;4.10;-0.33;4.36;3.81;-0.19;4.43;0.15;-0.03;-6.57;-12.91;54.08;0.21
248;12.70;0.05;3.92;-0.19;4.36;3.68;-0.13;4.43;0.16;0.01;-3.79;2.78;54.28;0.19
249;12.75;0.05;3.83;-0.09;4.36;3.84;0.16;4.43;0.18;0.02;-1.87;1.92;54.47;0.19
250;12.80;0.05;3.96;0.13;4.36;4.09;0.25;4.42;0.19;0.01;2.57;4.44;54.67;0.20
251;12.85;0.05;4.46;0.50;4.36;4.34;0.25;4.42;0.18;-0.02;10.24;7.67;54.89;0.22
252;12.90;0.05;4.52;0.06;4.36;4.48;0.14;4.42;0.14;-0.03;1.20;-9.03;55.12;0.24
253;12.95;0.05;4.52;-0.01;4.36;3.82;-0.66;4.42;0.11;-0.03;-0.11;-1.32;55.34;0.22
254;13.00;0.05;4.24;-0.27;4.36;3.59;-0.24;4.42;0.12;0.01;-5.30;-5.19;55.56;0.22
255;13.05;0.05;4.12;-0.13;4.36;3.61;0.03;4.42;0.15;0.03;-2.64;2.66;55.76;0.20
256;13.10;0.05;3.91;-0.21;4.36;3.86;0.25;4.41;0.19;0.04;-4.25;-1.61;55.95;0.20
257;13.15;0.05;4.21;0.30;4.36;4.09;0.23;4.41;0.21;0.03;6.07;10.32;56.16;0.21
258;13.20;0.05;4.26;0.05;4.36;4.14;0.06;4.41;0.20;-0.01;1.01;-5.06;56.39;0.23
259;13.25;0.05;4.22;-0.04;4.35;4.40;0.26;4.41;0.20;-0.01;-0.77;-1.78;56.61;0.21
260;13.30;0.05;4.46;0.24;4.35;4.62;0.22;4.41;0.17;-0.02;5.18;5.95;56.81;0.21
261;13.35;0.05;4.54;0.07;4.36;4.12;-0.50;4.41;0.14;-0.04;1.37;-3.81;57.06;0.24
262;13.40;0.05;4.34;-0.20;4.36;3.70;-0.42;4.41;0.14;0.00;-4.11;-5.48;57.26;0.21
263;13.45;0.05;4.21;-0.13;4.36;3.65;-0.04;4.41;0.17;0.04;-2.59;1.52;57.47;0.21
264;13.50;0.05;4.03;-0.18;4.35;3.91;0.26;4.40;0.21;0.04;-3.70;-1.11;57.67;0.20
265;13.55;0.05;4.08;0.05;4.35;4.08;0.17;4.40;0.24;0.03;1.07;4.77;57.87;0.20
266;13.60;0.05;4.26;0.18;4.35;4.41;0.33;4.40;0.25;0.02;3.45;2.38;58.09;0.22
267;13.65;0.05;4.62;0.36;4.35;4.58;0.17;4.40;0.23;-0.02;7.31;3.87;58.32;0.23
268;13.70;0.05;4.54;-0.08;4.35;3.78;-0.80;4.40;0.21;-0.02;-1.61;-8.92;58.53;0.22
269;13.75;0.05;4.29;-0.25;4.35;3.52;-0.26;4.40;0.14;-0.07;-4.89;-3.28;58.76;0.22
270;13.80;0.05;4.00;-0.29;4.35;3.62;0.10;4.39;0.13;-0.01;-5.42;-0.54;58.97;0.21
271;13.85;0.05;3.91;-0.09;4.35;3.88;0.26;4.39;0.13;-0.00;-1.81;3.62;59.16;0.20
272;13.90;0.05;4.05;0.14;4.35;4.12;0.24;4.39;0.18;0.05;2.92;4.73;59.36;0.19
273;13.96;0.05;4.24;0.20;4.35;4.37;0.26;4.39;0.15;-0.03;3.55;0.63;59.59;0.23
274;14.01;0.05;4.45;0.21;4.35;4.63;0.26;4.39;0.14;-0.01;4.21;0.66;59.81;0.22
275;14.07;0.06;4.78;0.33;4.35;4.88;0.25;4.39;0.15;0.01;5.35;1.13;60.10;0.29
276;14.10;0.04;5.11;0.33;4.35;5.15;0.27;4.40;0.09;-0.06;9.54;4.19;60.28;0.18
277;14.15;0.05;5.20;0.09;4.36;5.32;0.17;4.40;0.08;-0.01;1.77;-7.77;60.55;0.27
278;14.20;0.05;5.57;0.37;4.36;5.57;0.26;4.40;0.06;-0.02;7.90;6.13;60.81;0.26
279;14.25;0.05;5.58;0.00;4.37;5.92;0.34;4.41;0.05;-0.01;0.09;-7.81;61.10;0.28
280;14.30;0.05;5.92;0.34;4.37;6.09;0.17;4.42;0.04;-0.02;6.88;6.79;61.39;0.30
281;14.35;0.05;6.23;0.31;4.38;6.34;0.25;4.42;0.02;-0.01;6.15;-0.73;61.70;0.31
282;14.40;0.05;6.40;0.17;4.39;6.59;0.25;4.43;0.04;0.01;3.43;-2.72;62.02;0.31
283;14.45;0.05;6.56;0.16;4.39;6.84;0.25;4.44;0.01;-0.03;3.03;-0.40;62.36;0.34
284;14.50;0.05;6.81;0.25;4.40;7.09;0.26;4.45;-0.02;-0.03;5.10;2.07;62.69;0.33
285;14.55;0.05;7.07;0.26;4.41;7.35;0.26;4.46;0.00;0.02;5.27;0.17;63.05;0.35
286;14.60;0.05;7.43;0.36;4.42;7.60;0.24;4.47;0.02;0.02;6.92;1.65;63.43;0.39
287;14.65;0.05;7.51;0.08;4.43;7.85;0.26;4.48;0.01;-0.00;1.71;-5.21;63.80;0.37
288;14.70;0.05;7.88;0.36;4.44;8.10;0.25;4.49;0.01;0.00;7.58;5.87;64.18;0.38
289;14.75;0.05;8.01;0.13;4.46;8.36;0.26;4.51;-0.00;-0.01;2.60;-4.97;64.58;0.40
290;14.80;0.05;8.27;0.27;4.47;8.61;0.25;4.52;0.01;0.01;5.11;2.51;65.01;0.43
291;14.85;0.05;8.41;0.14;4.48;8.79;0.18;4.54;0.01;-0.01;2.90;-2.21;65.42;0.41
292;14.90;0.05;8.70;0.29;4.50;9.02;0.24;4.55;-0.00;-0.01;5.88;2.98;65.85;0.43
293;14.95;0.05;8.98;0.28;4.51;9.28;0.26;4.57;-0.01;-0.01;5.40;-0.49;66.31;0.46
294;15.00;0.05;9.13;0.15;4.53;9.53;0.25;4.58;-0.00;0.01;3.03;-2.37;66.76;0.46
295;15.05;0.05;9.44;0.31;4.55;9.79;0.26;4.60;0.02;0.02;6.40;3.37;67.23;0.46
296;15.10;0.05;9.80;0.35;4.56;10.03;0.25;4.62;0.01;-0.00;6.93;0.53;67.72;0.50
297;15.15;0.05;9.90;0.10;4.58;9.66;-0.38;4.64;-0.00;-0.02;2.01;-4.91;68.21;0.48
298;15.20;0.05;9.72;-0.17;4.60;9.20;-0.46;4.65;-0.01;-0.00;-3.16;-5.18;68.73;0.53
299;15.25;0.05;9.65;-0.08;4.62;8.84;-0.36;4.67;-0.00;0.00;-1.61;1.56;69.19;0.45
300;15.30;0.05;9.35;-0.30;4.63;8.07;-0.77;4.68;-0.01;-0.01;-6.05;-4.44;69.66;0.47
301;15.35;0.05;9.15;-0.19;4.65;7.51;-0.56;4.69;-0.00;0.00;-3.96;2.09;70.10;0.45
302;15.40;0.05;8.89;-0.27;4.66;6.92;-0.59;4.69;-0.01;-0.00;-5.22;-1.26;70.56;0.45
303;15.45;0.05;8.61;-0.28;4.67;6.21;-0.71;4.70;-0.01;-0.00;-5.44;-0.21;71.00;0.44
304;15.50;0.05;8.42;-0.19;4.69;5.82;-0.39;4.70;-0.02;-0.01;-3.87;1.57;71.40;0.40
305;15.55;0.05;8.13;-0.29;4.70;5.61;-0.21;4.71;-0.03;-0.01;-5.72;-1.85;71.82;0.41
306;15.60;0.05;8.00;-0.13;4.71;5.29;-0.32;4.71;-0.05;-0.02;-2.66;3.05;72.21;0.39
307;15.65;0.05;7.71;-0.29;4.72;5.06;-0.23;4.71;-0.07;-0.02;-5.78;-3.11;72.59;0.39
308;15.70;0.05;7.48;-0.23;4.73;4.84;-0.22;4.71;-0.09;-0.02;-4.62;1.16;72.97;0.37
309;15.75;0.05;7.20;-0.29;4.73;4.73;-0.11;4.71;-0.12;-0.03;-5.60;-0.99;73.33;0.37
310;15.80;0.05;7.05;-0.15;4.74;4.60;-0.13;4.71;-0.15;-0.03;-3.05;2.55;73.68;0.35
311;15.85;0.05;6.78;-0.26;4.75;4.40;-0.20;4.71;-0.18;-0.03;-5.26;-2.22;74.02;0.34
312;15.90;0.05;6.37;-0.41;4.75;4.00;-0.40;4.71;-0.20;-0.02;-8.26;-3.00;74.34;0.32
313;15.95;0.05;6.55;0.18;4.76;3.97;-0.04;4.70;-0.23;-0.03;3.39;11.65;74.68;0.34
314;16.00;0.05;5.82;-0.72;4.76;4.09;0.12;4.70;-0.26;-0.03;-15.05;-18.44;74.96;0.28
315;16.05;0.05;5.90;0.08;4.77;4.20;0.12;4.70;-0.30;-0.04;1.57;16.62;75.25;0.30
316;16.10;0.05;5.60;-0.30;4.77;4.03;-0.18;4.70;-0.34;-0.04;-5.76;-7.33;75.54;0.29
317;16.15;0.05;5.32;-0.28;4.77;3.85;-0.18;4.70;-0.36;-0.02;-5.86;-0.10;75.80;0.26
318;16.20;0.05;5.04;-0.28;4.77;3.91;0.06;4.69;-0.39;-0.03;-5.27;0.59;76.07;0.27
319;16.25;0.05;5.01;-0.03;4.77;3.97;0.06;4.69;-0.44;-0.05;-0.60;4.67;76.32;0.25
320;16.30;0.05;4.85;-0.15;4.77;3.92;-0.05;4.69;-0.49;-0.05;-3.12;-2.52;76.55;0.24
321;16.35;0.05;4.32;-0.54;4.77;3.69;-0.22;4.69;-0.52;-0.03;-11.16;-8.04;76.76;0.21
322;16.40;0.05;4.07;-0.25;4.77;3.24;-0.45;4.68;-0.59;-0.07;-5.01;6.15;76.96;0.20
323;16.45;0.05;4.00;-0.06;4.77;3.08;-0.16;4.68;-0.65;-0.06;-1.29;3.72;77.16;0.20
324;16.50;0.05;3.76;-0.24;4.76;3.08;0.00;4.67;-0.72;-0.07;-4.78;-3.49;77.35;0.19
325;16.55;0.05;3.49;-0.27;4.76;3.08;0.00;4.67;-0.76;-0.04;-5.38;-0.60;77.53;0.17
326;16.60;0.05;3.17;-0.33;4.75;3.08;0.00;4.66;-0.82;-0.06;-6.40;-1.02;77.69;0.16
327;16.65;0.05;3.30;0.13;4.75;3.08;0.00;4.66;-0.86;-0.04;2.45;8.85;77.86;0.17
328;16.70;0.05;3.19;-0.10;4.75;3.08;0.00;4.65;-0.87;-0.01;-2.20;-4.65;78.01;0.15
329;16.75;0.05;3.42;0.23;4.74;3.08;0.00;4.65;-0.84;0.03;4.43;6.63;78.19;0.17
330;16.80;0.05;3.15;-0.27;4.74;3.08;0.00;4.64;-0.78;0.06;-5.59;-10.02;78.34;0.15
331;16.85;0.05;2.94;-0.21;4.73;3.08;0.00;4.64;-0.69;0.09;-4.20;1.39;78.49;0.15
332;16.90;0.05;3.25;0.31;4.73;3.17;0.09;4.63;-0.56;0.13;5.99;10.20;78.65;0.17
333;16.95;0.05;3.25;0.01;4.72;3.19;0.02;4.63;-0.45;0.12;0.13;-5.86;78.82;0.17
334;17.00;0.05;3.14;-0.12;4.72;3.20;0.01;4.62;-0.34;0.10;-2.42;-2.55;78.98;0.15
335;17.05;0.05;3.38;0.25;4.71;3.23;0.03;4.62;-0.26;0.09;4.98;7.41;79.14;0.17
336;17.10;0.05;3.32;-0.06;4.71;3.21;-0.03;4.62;-0.23;0.03;-1.28;-6.26;79.31;0.16
337;17.15;0.05;3.24;-0.08;4.70;3.17;-0.04;4.61;-0.18;0.05;-1.73;-0.45;79.47;0.16
338;17.20;0.05;3.26;0.02;4.70;3.21;0.04;4.61;-0.16;0.02;0.40;2.14;79.63;0.16
339;17.25;0.05;3.35;0.10;4.70;3.33;0.12;4.60;-0.16;-0.00;1.93;1.53;79.80;0.17
340;17.30;0.05;3.30;-0.05;4.69;3.28;-0.05;4.60;-0.16;-0.00;-1.02;-2.96;79.96;0.17
341;17.35;0.05;3.30;-0.00;4.69;3.13;-0.15;4.60;-0.17;-0.01;-0.10;0.92;80.13;0.16
342;17.40;0.05;3.22;-0.08;4.68;3.23;0.10;4.59;-0.20;-0.02;-1.61;-1.51;80.29;0.16
343;17.45;0.05;3.41;0.19;4.68;3.35;0.13;4.59;-0.22;-0.02;3.97;5.58;80.46;0.17
344;17.50;0.05;3.56;0.15;4.68;3.54;0.18;4.58;-0.26;-0.04;2.95;-1.02;80.64;0.18
345;17.55;0.05;3.51;-0.05;4.67;3.60;0.06;4.58;-0.24;0.02;-0.89;-3.84;80.81;0.18
346;17.60;0.05;3.94;0.43;4.67;3.76;0.16;4.58;-0.23;0.02;8.27;9.16;81.02;0.21
347;17.65;0.05;3.75;-0.19;4.67;4.01;0.25;4.58;-0.20;0.03;-4.12;-12.40;81.20;0.18
348;17.70;0.05;4.23;0.48;4.67;4.26;0.25;4.58;-0.16;0.03;9.38;13.50;81.41;0.22
349;17.75;0.05;4.36;0.13;4.67;4.43;0.17;4.58;-0.14;0.03;2.54;-6.84;81.63;0.22
350;17.80;0.05;4.57;0.22;4.67;4.77;0.34;4.58;-0.08;0.06;4.14;1.61;81.87;0.24
351;17.85;0.05;4.97;0.40;4.67;4.93;0.16;4.58;-0.05;0.03;8.68;4.53;82.10;0.23
352;17.90;0.05;5.12;0.15;4.67;5.19;0.26;4.58;-0.04;0.01;2.84;-5.83;82.37;0.27
353;17.95;0.05;5.21;0.09;4.67;5.44;0.26;4.58;-0.04;0.00;1.91;-0.93;82.62;0.24
354;18.00;0.05;5.50;0.28;4.67;5.69;0.25;4.59;-0.03;0.01;5.67;3.76;82.89;0.27
355;18.05;0.05;5.77;0.27;4.68;5.95;0.26;4.59;-0.04;-0.01;5.47;-0.20;83.18;0.29
356;18.11;0.06;5.93;0.16;4.68;6.19;0.24;4.59;-0.06;-0.02;2.94;-2.52;83.51;0.33
357;18.15;0.05;6.16;0.23;4.68;6.44;0.25;4.60;-0.08;-0.03;4.84;1.90;83.80;0.29
358;18.20;0.05;6.59;0.43;4.69;6.73;0.29;4.60;-0.07;0.01;8.73;3.88;84.13;0.32
359;18.25;0.05;6.61;0.02;4.69;6.89;0.16;4.61;-0.08;-0.01;0.45;-8.28;84.43;0.30
360;18.30;0.05;6.95;0.34;4.70;7.17;0.29;4.62;-0.07;0.01;6.47;6.02;84.80;0.37
361;18.35;0.05;7.28;0.33;4.71;7.45;0.28;4.63;-0.04;0.03;6.75;0.28;85.15;0.36
362;18.40;0.05;7.37;0.08;4.71;6.90;-0.54;4.63;0.00;0.04;1.62;-5.13;85.53;0.38
363;18.47;0.07;7.13;-0.23;4.72;6.44;-0.47;4.64;0.02;0.02;-3.26;-4.88;86.04;0.51
364;18.50;0.03;6.97;-0.16;4.73;6.09;-0.35;4.64;0.01;-0.01;-5.37;-2.11;86.25;0.21
365;18.55;0.05;6.70;-0.27;4.73;6.09;-0.00;4.65;0.03;0.03;-5.68;-0.30;86.57;0.32
366;18.60;0.05;6.43;-0.28;4.74;6.29;0.20;4.65;0.04;0.01;-5.58;0.10;86.89;0.32
367;18.65;0.05;6.30;-0.13;4.74;5.85;-0.45;4.65;0.07;0.03;-2.58;3.00;87.20;0.31
368;18.70;0.05;6.03;-0.27;4.75;5.49;-0.36;4.66;0.07;0.00;-4.83;-2.25;87.54;0.33
369;18.75;0.05;5.87;-0.17;4.75;5.20;-0.29;4.66;0.07;-0.01;-3.51;1.31;87.81;0.28
370;18.80;0.05;5.57;-0.29;4.75;4.92;-0.27;4.66;0.06;-0.01;-5.96;-2.45;88.08;0.27
371;18.85;0.05;5.36;-0.21;4.75;4.73;-0.19;4.66;0.05;-0.01;-4.25;1.71;88.35;0.26
372;18.90;0.05;5.11;-0.26;4.75;4.68;-0.06;4.66;0.02;-0.03;-4.93;-0.69;88.61;0.27
373;18.95;0.05;4.93;-0.18;4.75;4.74;0.06;4.66;0.01;-0.01;-3.72;1.21;88.85;0.24
374;19.00;0.05;4.77;-0.16;4.75;4.62;-0.12;4.66;-0.01;-0.02;-2.97;0.75;89.11;0.26
375;19.05;0.05;4.74;-0.02;4.75;4.66;0.03;4.66;-0.05;-0.04;-0.50;2.46;89.34;0.23
376;19.10;0.05;4.73;-0.01;4.75;4.53;-0.12;4.66;-0.07;-0.02;-0.26;0.24;89.58;0.24
377;19.15;0.05;4.61;-0.12;4.75;4.17;-0.37;4.66;-0.08;-0.01;-2.44;-2.18;89.81;0.23
378;19.20;0.05;4.33;-0.28;4.75;3.98;-0.19;4.65;-0.09;-0.01;-6.02;-3.58;90.01;0.20
379;19.25;0.05;4.10;-0.23;4.75;3.90;-0.08;4.65;-0.11;-0.02;-4.62;1.39;90.22;0.21
380;19.30;0.05;4.00;-0.10;4.75;4.07;0.18;4.65;-0.14;-0.03;-1.86;2.77;90.43;0.21
381;19.35;0.05;4.21;0.21;4.75;4.35;0.28;4.65;-0.17;-0.03;4.45;6.30;90.63;0.20
382;19.40;0.05;4.31;0.10;4.75;4.48;0.13;4.65;-0.16;0.01;2.05;-2.39;90.84;0.22
383;19.45;0.05;4.41;0.10;4.75;4.04;-0.44;4.65;-0.12;0.04;1.84;-0.21;91.07;0.23
384;19.50;0.05;4.36;-0.05;4.74;3.88;-0.16;4.65;-0.12;0.01;-1.02;-2.86;91.29;0.21
385;19.55;0.05;4.00;-0.36;4.74;3.73;-0.14;4.64;-0.13;-0.01;-6.94;-5.92;91.49;0.21
386;19.60;0.05;3.88;-0.11;4.74;3.91;0.17;4.64;-0.15;-0.02;-2.44;4.50;91.68;0.18
387;19.65;0.05;4.10;0.21;4.74;4.18;0.27;4.64;-0.18;-0.03;4.27;6.71;91.88;0.20
388;19.70;0.05;4.27;0.17;4.74;4.40;0.23;4.64;-0.19;-0.01;3.33;-0.95;92.10;0.22
389;19.75;0.05;4.37;0.11;4.74;4.13;-0.27;4.64;-0.15;0.03;2.07;-1.26;92.32;0.22
390;19.80;0.05;4.12;-0.25;4.73;3.81;-0.33;4.64;-0.14;0.02;-5.26;-7.33;92.52;0.20
391;19.85;0.05;3.90;-0.22;4.73;3.81;0.00;4.63;-0.15;-0.01;-4.40;0.86;92.72;0.20
392;19.91;0.06;3.92;0.02;4.73;4.05;0.24;4.63;-0.18;-0.03;0.32;4.72;92.95;0.23
393;19.95;0.04;4.23;0.32;4.73;4.25;0.20;4.63;-0.18;-0.00;8.19;7.87;93.12;0.17
394;20.01;0.06;4.30;0.07;4.73;4.49;0.24;4.63;-0.18;0.00;1.17;-7.02;93.37;0.25
395;20.05;0.04;4.63;0.33;4.73;4.74;0.25;4.63;-0.24;-0.06;7.66;6.49;93.57;0.20
396;20.10;0.05;4.51;-0.13;4.73;3.80;-0.93;4.63;-0.17;0.07;-2.45;-10.11;93.80;0.23
397;20.15;0.05;4.45;-0.06;4.73;3.75;-0.05;4.63;-0.17;0.01;-1.22;1.24;94.01;0.21
398;20.20;0.05;4.06;-0.39;4.72;3.81;0.06;4.63;-0.18;-0.01;-7.26;-6.04;94.23;0.22
399;20.25;0.05;4.02;-0.03;4.72;4.06;0.25;4.62;-0.19;-0.01;-0.65;6.60;94.43;0.20
400;20.30;0.05;4.20;0.18;4.72;4.31;0.25;4.62;-0.19;-0.01;3.82;4.47;94.62;0.19
401;20.36;0.06;4.59;0.40;4.72;4.58;0.27;4.62;-0.15;0.04;6.95;3.13;94.89;0.26
402;20.40;0.05;4.77;0.17;4.72;4.83;0.25;4.62;-0.12;0.03;3.86;-3.09;95.10;0.21
403;20.46;0.05;4.87;0.10;4.72;5.08;0.25;4.62;-0.10;0.02;1.85;-2.01;95.36;0.26
404;20.50;0.04;5.09;0.22;4.72;5.32;0.25;4.63;-0.06;0.04;4.97;3.12;95.59;0.22
405;20.55;0.05;5.36;0.27;4.72;5.58;0.26;4.63;-0.04;0.02;5.48;0.51;95.85;0.27
406;20.60;0.05;5.67;0.31;4.73;5.84;0.26;4.63;-0.04;0.00;6.21;0.73;96.14;0.28
407;20.65;0.05;5.83;0.16;4.73;5.99;0.16;4.64;-0.04;0.00;3.08;-3.13;96.44;0.30
408;20.70;0.05;6.08;0.26;4.73;6.34;0.34;4.64;-0.04;-0.00;4.73;1.65;96.76;0.33
409;20.75;0.05;6.46;0.38;4.74;6.50;0.16;4.64;-0.03;0.01;8.26;3.53;97.06;0.30
410;20.80;0.05;6.64;0.17;4.74;6.84;0.34;4.65;-0.01;0.02;3.52;-4.74;97.39;0.33
411;20.85;0.05;6.78;0.15;4.75;7.00;0.17;4.66;-0.03;-0.02;2.90;-0.61;97.73;0.34
412;20.90;0.05;6.99;0.21;4.75;6.67;-0.33;4.66;-0.02;0.01;4.04;1.14;98.08;0.36
413;20.95;0.05;6.98;-0.00;4.76;6.03;-0.64;4.66;-0.01;0.01;-0.07;-4.11;98.44;0.36
414;21.00;0.05;6.73;-0.25;4.76;5.72;-0.31;4.67;-0.01;-0.00;-5.17;-5.10;98.77;0.33
415;21.05;0.05;6.47;-0.26;4.77;5.24;-0.48;4.67;-0.01;0.00;-5.31;-0.14;99.08;0.32
416;21.10;0.05;6.27;-0.20;4.77;5.33;0.09;4.67;0.01;0.02;-3.92;1.39;99.40;0.32
417;21.16;0.05;6.05;-0.22;4.77;5.58;0.25;4.67;0.06;0.06;-4.04;-0.12;99.74;0.33
418;21.20;0.05;5.80;-0.25;4.78;5.84;0.26;4.67;0.08;0.01;-5.52;-1.47;100.00;0.26
419;21.25;0.05;5.95;0.15;4.78;6.09;0.26;4.68;0.09;0.01;2.89;8.40;100.31;0.31
420;21.30;0.05;6.28;0.33;4.78;6.34;0.25;4.68;0.07;-0.02;7.12;4.24;100.60;0.30
421;21.35;0.05;6.49;0.21;4.79;5.99;-0.35;4.68;0.03;-0.05;3.89;-3.23;100.95;0.34
422;21.40;0.05;6.29;-0.20;4.79;5.85;-0.14;4.69;0.01;-0.02;-4.01;-7.90;101.26;0.31
423;21.45;0.05;6.03;-0.26;4.79;6.05;0.20;4.69;-0.01;-0.02;-5.51;-1.50;101.55;0.29
424;21.50;0.05;6.22;0.19;4.80;6.27;0.22;4.69;-0.03;-0.02;3.72;9.23;101.87;0.32
425;21.55;0.05;6.45;0.24;4.80;6.52;0.25;4.70;-0.03;-0.01;4.80;1.08;102.18;0.32
426;21.60;0.05;6.64;0.19;4.80;6.77;0.26;4.70;-0.02;0.01;3.81;-0.99;102.51;0.33
427;21.65;0.05;7.00;0.37;4.81;7.02;0.25;4.71;-0.05;-0.03;7.33;3.53;102.86;0.35
428;21.70;0.05;7.15;0.14;4.81;7.27;0.25;4.71;-0.06;-0.01;2.86;-4.47;103.22;0.36
429;21.75;0.05;7.28;0.14;4.82;7.52;0.25;4.72;-0.06;0.00;2.75;-0.11;103.58;0.36
430;21.80;0.05;7.65;0.37;4.83;7.77;0.25;4.73;-0.07;-0.01;7.33;4.58;103.96;0.38
431;21.85;0.05;7.87;0.22;4.83;8.03;0.26;4.74;-0.07;-0.00;4.14;-3.19;104.37;0.41
432;21.90;0.05;8.14;0.27;4.84;8.28;0.25;4.74;-0.07;0.00;5.64;1.50;104.76;0.39
433;21.95;0.05;8.34;0.20;4.85;8.56;0.28;4.75;-0.06;0.01;4.04;-1.61;105.18;0.42
434;22.00;0.05;8.61;0.27;4.86;8.78;0.22;4.76;-0.05;0.01;5.43;1.39;105.61;0.43
435;22.05;0.05;8.81;0.20;4.87;9.03;0.25;4.77;-0.03;0.02;3.85;-1.58;106.07;0.46
436;22.10;0.05;9.03;0.22;4.88;9.28;0.25;4.78;-0.03;0.01;4.40;0.55;106.51;0.44
437;22.15;0.05;9.18;0.15;4.89;9.46;0.17;4.79;-0.02;0.00;2.96;-1.44;106.98;0.47
438;22.20;0.05;9.44;0.26;4.90;9.71;0.26;4.80;-0.02;0.01;5.46;2.50;107.43;0.45
439;22.25;0.05;9.73;0.29;4.91;9.97;0.26;4.82;-0.01;0.01;5.82;0.36;107.92;0.49
440;22.30;0.05;10.00;0.27;4.92;10.22;0.25;4.83;0.01;0.02;5.45;-0.37;108.42;0.50
441;22.35;0.05;10.24;0.24;4.93;10.47;0.25;4.84;-0.03;-0.03;4.68;-0.77;108.94;0.52
442;22.40;0.05;10.46;0.22;4.94;10.65;0.18;4.85;-0.03;-0.00;4.45;-0.23;109.46;0.52
443;22.45;0.05;10.57;0.10;4.96;10.16;-0.49;4.87;-0.02;0.01;2.05;-2.40;109.99;0.53
444;22.50;0.05;10.43;-0.14;4.97;9.55;-0.61;4.88;-0.02;0.00;-2.54;-4.59;110.56;0.56
445;22.55;0.05;10.21;-0.22;4.98;9.26;-0.29;4.89;-0.02;-0.00;-4.70;-2.16;111.02;0.47
446;22.60;0.05;9.88;-0.33;4.99;8.58;-0.68;4.89;-0.00;0.02;-6.70;-2.00;111.51;0.48
447;22.65;0.05;9.60;-0.28;5.00;8.25;-0.33;4.90;-0.00;-0.00;-5.66;1.04;111.99;0.48
448;22.70;0.05;9.40;-0.20;5.01;7.00;-1.25;4.91;-0.02;-0.01;-3.98;1.68;112.46;0.47
449;22.75;0.05;9.21;-0.19;5.02;6.66;-0.34;4.91;-0.02;-0.01;-3.89;0.09;112.92;0.46
450;22.80;0.05;8.97;-0.24;5.03;6.38;-0.29;4.91;-0.01;0.02;-4.71;-0.82;113.37;0.45
451;22.85;0.05;8.79;-0.18;5.04;5.88;-0.50;4.92;-0.01;-0.01;-3.55;1.16;113.81;0.44
452;22.90;0.05;8.50;-0.30;5.05;5.61;-0.27;4.92;-0.03;-0.02;-5.86;-2.30;114.24;0.43
453;22.95;0.05;8.34;-0.15;5.05;5.34;-0.27;4.92;-0.05;-0.01;-3.11;2.75;114.65;0.41
